PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Schade, S; Granell, C				Schade, Sven; Granell, Carlos			Shaping digital earth applications through open innovation - setting the scene for a digital earth living lab	INTERNATIONAL JOURNAL OF DIGITAL EARTH			English	Article						sustainable development; open innovation; stakeholder engagement; living laboratories; governance methodologies; virtual globes	SUSTAINABILITY SCIENCE; WEB; SENSOR; FUTURE; SYSTEM	Science and policy increasingly request for sustainable development and growth. Similarly, Digital Earth undergoes a paradigm shift to an open platform that actively supports user engagement. While the public becomes able to contribute new content, we recognize a gap in user-driven validation, feedback and requirements capture, and innovative application development. Rather than defining Digital Earth applications top down, we see a need for methods and tools that will help building applications bottom up and driven by community needs. These should include a technology toolbox of geospatial and environmental enablers, which allow to access functional building blocks and content in multiple ways, but - equally important - enable the collaboration within partially unknown stakeholder networks. The validation and testing in real-life scenarios will be a central requirement when approaching the Digital Earth 2020 goals, which were articulated recently. We particularly argue to follow a Living Lab approach for co-creation and awareness rising in relation to environmental and geospatial matters. We explain why and how such a Digital Earth Living Lab could lead to a sustainable approach for developing, deploying, and using Digital Earth applications and suggest a paradigm shift for Virtual Globes becoming forums for research and innovation.	[Schade, Sven; Granell, Carlos] Commiss European Communities, Joint Res Ctr, Inst Environm & Sustainabil, I-21020 Ispra, Italy	European Commission Joint Research Centre; EC JRC ISPRA Site	Schade, S (corresponding author), Commiss European Communities, Joint Res Ctr, Inst Environm & Sustainabil, I-21020 Ispra, Italy.	sven.schade@eea.europa.eu	Granell, Carlos/A-4374-2008	Granell, Carlos/0000-0003-1004-9695					38	1	1	2	39	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	1753-8947	1753-8955		INT J DIGIT EARTH	Int. J. Digit. Earth		2014	7	7			SI		594	612		10.1080/17538947.2013.804600	http://dx.doi.org/10.1080/17538947.2013.804600			19	Geography, Physical; Remote Sensing	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Physical Geography; Remote Sensing	AJ7UT		Green Published			2022-12-14	WOS:000337904700006
J	Aiken, GT				Aiken, G. Taylor			Prosaic state governance of community low carbon transitions	POLITICAL GEOGRAPHY			English	Article						Low carbon transitions; Community transitions; Transition towns; Prosaic state; Number governance	SUSTAINABLE DEVELOPMENT; CLIMATE-CHANGE; LIFE-STYLES; BIG SOCIETY; POLITICS; GEOGRAPHIES; ENERGY; POLICY; URBAN	This paper unpacks the complex relations between community low carbon transitions, the prosaic state, neoliberal modes of governing, and the role of numbers therein. It aims to outline the ways in which the prosaic state can, through everyday tasks, decisions, measurements and demonstration requirements, force a calculative logic onto and into community based movements and groups in ways that can be counterproductive. It centrally argues that the will to quantify, in particular the accompanying demonstration requirements (most often a number), enacts three fundamental shifts in the collective subjectivity integral to community groups and movements. First, the preferred form of knowledge becomes abstract, disembodied and fungible (episteme) over and against relational ways to understand and conceive togetherness (metis), including ecological relationships. Second, the vision of community shifts from a search to belong, an intrinsic end in itself, towards an instrumental means to achieve specific targets. Finally, third, the splitting of means from ends. These can all be traced from the demonstration requirements, and numbers, accompanying neoliberal prosaic state engagement with community groups. (C) 2016 Elsevier Ltd. All rights reserved.	[Aiken, G. Taylor] Univ Luxembourg, Inst Geog & Amenagement Terr, Campus Belval Maison Sci Humaines,11 Porte Sci, L-4366 Esch Belval, Luxembourg	University of Luxembourg	Aiken, GT (corresponding author), Univ Luxembourg, Inst Geog & Amenagement Terr, Campus Belval Maison Sci Humaines,11 Porte Sci, L-4366 Esch Belval, Luxembourg.	gerald.aiken@uni.lu			wider ESRC Climate Change Fellowship [RES-066-27-0002]	wider ESRC Climate Change Fellowship	The research was conducted for a PhD as part of the wider ESRC Climate Change Fellowship 'Urban Transitions: climate change, global cities and the transformation of socio-technical networks' (Award Number: RES-066-27-0002), led by Harriet Bulkeley. She, with Joe Painter, supervised this work and Dave Featherstone, Robin Jamieson, Christian Schulz, Ben Schmid and Daniel Whittall also all provided helpful comments and ideas. The reviewing process has also vastly improved the article. The faults remain my own.		59	26	26	4	25	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0962-6298	1873-5096		POLIT GEOGR	Polit. Geogr.	NOV	2016	55						20	29		10.1016/j.polgeo.2016.04.002	http://dx.doi.org/10.1016/j.polgeo.2016.04.002			10	Geography; Political Science	Social Science Citation Index (SSCI)	Geography; Government & Law	EE0QY					2022-12-14	WOS:000389285200003
J	Zhu, JX; Yuan, XM; Yuan, XZ; Liu, SM; Guan, BT; Sun, JF; Chen, HF				Zhu, Jinxin; Yuan, Xiaomei; Yuan, Xingzhong; Liu, Siman; Guan, Beiting; Sun, Jinfang; Chen, Hongfei			Evaluating the sustainability of rural complex ecosystems during the development of traditional farming villages into tourism destinations: A diachronic emergy approach	JOURNAL OF RURAL STUDIES			English	Article						Diachronic emergy approach; Rural complex ecosystems; Sustainability; Social-ecological context; Traditional farming villages; Tourism destinations	WORLD HERITAGE SITE; SYSTEMS; SETTLEMENTS; FUTURE; REGION; AREAS	Many villages that have transformed from traditional agricultural communities into tourism destinations to eliminate poverty are encountering ecological and social crises that threaten sustainable development. The dilemmas of rural complex ecosystems are the cumulative results of historical material and energy exchange between humans and nature in the social-ecological dimension. A tool for evaluating sustainability, emergy theory, measures different resource flow qualities. To conserve healthy rural ecosystems, dynamic equilibrium with a coupled interrelation of social development and energy operation must be maintained within system carrying capacities. This raises the question that current emergy studies ignored of how to explore reference indicators for technical solutions and the roots of sustainability change for rural governance systems under social development. This paper proposes a diachronic emergy approach that integrates emergy evaluation into an environmental history research framework with social development models and social-ecological factors to realize system wellbeing. Considering the village of Hekeng, China, emergy accounting was performed for three typical years (1953, 1990 and 2015) combined with social development models (traditional agriculture, chemical-assisted agriculture and commercial tourism periods). Based on the benchmark year 1953, a diachronic analysis of changes in emergy indicators reconstructed in a social-ecological context and corresponding social-ecological factors was conducted. The results show that the EYR and ELR of 3.16 and 0.53, respectively, for 1953 can be employed as reference indicators of resource utilization in the sustainable development of Hekeng. The potential impacts of resource use changes on the system's well-being were explored, and the findings indicate that technical solutions must be integrated with a governance system based on production relations, forest environments and community culture. Recommendations for sustainable development of ecological agricultural techniques, ecotourism modes, and governance with social-ecological integration are proposed. The diachronic emergy approach provides a new perspective for the implementation of technical solutions in human society and the formation of sustainability strategies for system well-being.	[Zhu, Jinxin; Yuan, Xiaomei; Liu, Siman; Guan, Beiting] South China Univ Technol, Sch Architecture, Guangzhou 510641, Guangdong, Peoples R China; [Zhu, Jinxin; Yuan, Xiaomei; Liu, Siman; Guan, Beiting] State Key Lab Subtrop Bldg Sci, Guangzhou 510641, Guangdong, Peoples R China; [Yuan, Xingzhong; Sun, Jinfang; Chen, Hongfei] Chongqing Univ, Fac Architecture & Urban Planning, Chongqing 400030, Peoples R China; [Yuan, Xingzhong; Chen, Hongfei] Minist Educ, Key Lab New Technol Construct Cities Mt Area, Chongqing 400030, Peoples R China	South China University of Technology; Chongqing University	Yuan, XZ (corresponding author), Chongqing Univ, Fac Architecture & Urban Planning, Chongqing 400030, Peoples R China.; Yuan, XM (corresponding author), South China Univ Technol, Sch Architecture, State Key Lab Subtrop Bldg Sci, Guangzhou 510641, Guangdong, Peoples R China.	xmyuan@scut.edu.cn; 1072000659@qq.com			Sustainable Protection and Utilization of Hakka Earth Buildings of World Heritage in the Village of Hekeng based on Academician and Expert Workstation of Nanjing County, Fujian Province [x2jz-D5170590]	Sustainable Protection and Utilization of Hakka Earth Buildings of World Heritage in the Village of Hekeng based on Academician and Expert Workstation of Nanjing County, Fujian Province	This research was supported by the project titled the Sustainable Protection and Utilization of Hakka Earth Buildings of World Heritage in the Village of Hekeng based on Academician and Expert Workstation of Nanjing County, Fujian Province (No. x2jz-D5170590) . We thank Associate Professor Wang Xiaolong of South China AgriculturalUniversity, researcher Lu Hongfang of South China Botanical Garden, and Professor Huang Shuli of National Taipei University for their insightful and helpful comments. We thank the editor and anonymous reviewer for their very helpful comments and suggestions regarding the manuscript.		63	4	4	31	72	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0743-0167	1873-1392		J RURAL STUD	J. Rural Stud.	AUG	2021	86						473	484		10.1016/j.jrurstud.2021.07.010	http://dx.doi.org/10.1016/j.jrurstud.2021.07.010		AUG 2021	12	Geography; Regional & Urban Planning	Social Science Citation Index (SSCI)	Geography; Public Administration	UJ3VA					2022-12-14	WOS:000691215900010
J	Manda, S; Tallontire, A; Dougill, AJ				Manda, Simon; Tallontire, Anne; Dougill, Andrew J.			Large-scale land acquisitions and institutions: Patterns, influence and barriers in Zambia	GEOGRAPHICAL JOURNAL			English	Article						governance; institutions; land-grabbing; large-scale land acquisition; sub-Saharan Africa; Zambia	AFRICA; APPROPRIATION; INVESTMENTS; RESISTANCE; GEOGRAPHY; FOREST; ACCESS	Large-scale land acquisitions (LaSLAs) have been a common feature of neoliberal transformation in which state entities facilitate foreign investments; yet the related governance dynamics remain poorly understood. This paper combines policy analysis and interview data to investigate governance dynamics of LaSLAs and analyses competing authority and power relations among national actors mediating land access for the case of Zambia. Our findings show that corporate interests, donor and regional support drive LaSLAs, but national factors predominate. While possibilities for LaSLAs are created by state institutions, the state agencies seeking to administer land-based resources also limit their potential through competing authority and agendas. The demand for land and water, accompanied by government and donor resources, heightens tensions among state entities over decision-making and creation of new frontiers of resource control. By focusing on state and non-state actors and their articulation in LaSLAs, our study shows that the top-down nature of governance of land, labour and water resources is problematic for long-term sustainable agriculture and rural development. The paper highlights the importance of state entities and their control, legal extensions and governance practices in relation to local subjects in delivering LaSLAs and facilitating the emergence of a more locally rooted agro-vision for agriculture for sustainable and socially just rural development.	[Manda, Simon; Tallontire, Anne; Dougill, Andrew J.] Univ Leeds, Sustainabil Res Inst, Sch Earth & Environm, Leeds, W Yorkshire, England	University of Leeds	Manda, S (corresponding author), Univ Leeds, Sustainabil Res Inst, Sch Earth & Environm, Leeds, W Yorkshire, England.	Simon.manda@unza.zm		Manda, Simon/0000-0001-6064-114X	University of Zambia, School of Humanities and Social Sciences; School of the Earth and Environment, University of Leeds; Commonwealth Scholarship Commission	University of Zambia, School of Humanities and Social Sciences; School of the Earth and Environment, University of Leeds; Commonwealth Scholarship Commission	University of Zambia, School of Humanities and Social Sciences; School of the Earth and Environment, University of Leeds; Commonwealth Scholarship Commission		50	13	13	3	18	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0016-7398	1475-4959		GEOGR J	Geogr. J.	JUN	2019	185	2					194	208		10.1111/geoj.12291	http://dx.doi.org/10.1111/geoj.12291			15	Geography	Social Science Citation Index (SSCI)	Geography	HX3CL		Green Accepted			2022-12-14	WOS:000467269000006
J	Sandberg, H; Alnoor, A; Tiberius, V				Sandberg, Helene; Alnoor, Alhamzah; Tiberius, Victor			Environmental, social, and governance ratings and financial performance: Evidence from the European food industry	BUSINESS STRATEGY AND THE ENVIRONMENT			English	Article; Early Access						ESG ratings; firm performance; food industry	FIRM VALUE EVIDENCE; RESPONSIBILITY DISCLOSURE; SUSTAINABLE DEVELOPMENT; MARKET VALUATION; PRICES EVIDENCE; VALUE CREATION; CORPORATE; IMPACT; INNOVATION; STANDARDS	Long-term value creation is expected not only to be concerned with maximizing shareholder value but also includes the impact on other stakeholders and the environment. Environmental, social, and governance (ESG) issues are therefore gaining increasing importance, in line with the growing demand for corporate sustainability. ESG ratings foster the comparison of companies with respect to their sustainable practices. This study aims to investigate how ESG ratings impact financial performance in the European food industry. Ordinary least squares regression is applied to analyze the relation between ESG ratings and financial performance over a 4-year period from 2017 to 2020. The profitability measures Return on Assets (ROA) and Return on Equity (ROE) are employed as financial performance measures, while ESG ratings are obtained from the database CSRHub. Results show that higher ESG ratings are associated with better financial performance. Although the effect is modest in the present study, the findings support previous results that ESG ratings are positively related to financial performance. Nonetheless, they also highlight that ESG ratings strongly converge to the mean, which depicts the need to reassess whether ESG ratings are able to measure actual ESG behavior.	[Sandberg, Helene; Tiberius, Victor] Univ Potsdam, Fac Econ & Social Sci, Potsdam, Germany; [Alnoor, Alhamzah] Univ Sains Malaysia, Sch Management, Gelugor, Pulau Pinang, Malaysia; [Alnoor, Alhamzah] Southern Tech Univ, Management Tech Coll, Basrah, Iraq	University of Potsdam; Universiti Sains Malaysia; Southern Technical University	Tiberius, V (corresponding author), Univ Potsdam, Fac Econ & Social Sci, Potsdam, Germany.	tiberius@uni-potsdam.de	Alnoor, Alhamzah/R-2878-2018	Alnoor, Alhamzah/0000-0003-2873-2054; Tiberius, Victor/0000-0002-6492-0872	Projekt DEAL	Projekt DEAL	Open Access funding enabled and organized by Projekt DEAL.		127	0	0	31	31	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0964-4733	1099-0836		BUS STRATEG ENVIRON	Bus. Strateg. Environ.												10.1002/bse.3259	http://dx.doi.org/10.1002/bse.3259		SEP 2022	19	Business; Environmental Studies; Management	Social Science Citation Index (SSCI)	Business & Economics; Environmental Sciences & Ecology	4W0BZ		hybrid			2022-12-14	WOS:000859834500001
J	Jorgensen, U				Jorgensen, Ulrik			Mapping and navigating transitions - The multi-level perspective compared with arenas of development	RESEARCH POLICY			English	Article						Transition theory; Socio-technical regimes; Arenas of development; Actor-worlds; Actors' navigation	LARGE TECHNICAL SYSTEMS; INNOVATION JOURNEYS; REGIME DYNAMICS; ENERGY SECTOR; RECONFIGURATION; TRANSFORMATION; TECHNOLOGIES; POLICIES	Transitions of socio-technical systems imply the reconfiguration of institutions and politics making made evident the need to understand and intervene in existing patterns of growth and socio-technical practices in more sustainable directions. In recent decades, theories of transitions have been introduced, which include the multi-level approach indicating ways to govern transitions through understanding the interactions between niches, regimes and landscapes. An alternative approach is suggested, which takes its outset in arenas of development and increased awareness of actors and their way of interpreting context and performing interventions. Building on three cases covering aspects of transitions since the 1970s, the article compares the two approaches based on three concerns in relation to transition studies. The first concern reflects that conflicts are important elements of change helping actors to navigate. The second concern builds on the observation that actors engage at all levels in society including visions, institutions, and innovations. The third concern addresses the role of academic theories and advice regarding governance of transition processes in which they function as entrenched actors. The article ends by emphasising the need to help actors navigate in a field in flux. The study of arenas of development may help interpret transitions in the making, and provide a background of information about how different actors can navigate and perform strategic interventions that support sustainable transitions. (C) 2012 Elsevier B.V. All rights reserved.	Tech Univ Denmark, Dept Engn Management, DK-2800 Lyngby, Denmark	Technical University of Denmark	Jorgensen, U (corresponding author), Tech Univ Denmark, Dept Engn Management, DK-2800 Lyngby, Denmark.	uj@man.dtu.dk							62	172	173	1	62	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0048-7333	1873-7625		RES POLICY	Res. Policy	JUL	2012	41	6					996	1010		10.1016/j.respol.2012.03.001	http://dx.doi.org/10.1016/j.respol.2012.03.001			15	Management	Social Science Citation Index (SSCI)	Business & Economics	946GR					2022-12-14	WOS:000304340000004
J	Moulaert, F; Jessop, B; Mehmood, A				Moulaert, Frank; Jessop, Bob; Mehmood, Abid			Agency, structure, institutions, discourse (ASID) in urban and regional development	INTERNATIONAL JOURNAL OF URBAN SCIENCES			English	Review						development analysis; structure; agency; institutions discourse	GOVERNANCE; POLITICS	This paper presents the relations among agency (A), structure (S), institutions (I), and discourse (D) and their analytical relevance for socio-economic development. It argues that an adequate account of these relations must recognize their inherent spatio-temporality and, hence, their space-time dynamics. This is not an optional extra but a definite descriptive and explanatory requirement. Moreover, while structure is recognized as a product of path-dependent institutionalization and path-shaping (collective) agency, agency is seen in turn as discursively and materially reproduced and transformed. This approach treats structure in terms of a differential spatio-temporal configuration of constraints and opportunities, reference to which informs the empirical analysis of strategic agency within the overall agency, structure, institutions, discourse (ASID) heuristic. The paper concludes with an eightfold typology of particular combinations of ASID features to guide analyses of socio-economic development in all its (dis-) junctural complexity.	[Moulaert, Frank] Univ Leuven, ASRO, Planning & Dev, Leuven, Belgium; [Jessop, Bob] Univ Lancaster, Dept Sociol, Lancaster, England; [Mehmood, Abid] Cardiff Univ, Sch Social Sci, Sustainable Places Res Inst, Cardiff, S Glam, Wales	KU Leuven; Lancaster University; Cardiff University	Moulaert, F (corresponding author), Univ Leuven, ASRO, Planning & Dev, Leuven, Belgium.	frank.moulaert@icloud.com	; Jessop, Robert/M-9112-2014	Moulaert, Frank/0000-0001-8924-6928; Jessop, Robert/0000-0001-8134-3926; Mehmood, Abid/0000-0003-3719-6388					60	40	40	1	18	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1226-5934	2161-6779		INT J URBAN SCI	Int. J. Urban Sci.		2016	20	2					167	187		10.1080/12265934.2016.1182054	http://dx.doi.org/10.1080/12265934.2016.1182054			21	Environmental Studies; Urban Studies	Emerging Sources Citation Index (ESCI)	Environmental Sciences & Ecology; Urban Studies	DT8SV		Green Accepted, hybrid			2022-12-14	WOS:000381765300001
J	Bosschaart, W; Aarts, N; van den Born, RJG				Bosschaart, Wim; Aarts, Noelle; van den Born, Riyan J. G.			Towards a Sustainable Landscape: Constructing Identities and Ambitions in a Citizen Initiative in the Making	SUSTAINABILITY			English	Article						citizen initiative; identities; ambitions; interactional framing; discursive construction; positioning; self-organisation; sustainable landscape; landscape transition; case study	SELF-GOVERNANCE; ACTIVE CITIZENSHIP; URBAN-DEVELOPMENT; POLICY; ORGANIZATIONS; VALUES; TALK	The recent proliferation of citizen initiatives that aim to contribute to sustainable landscape transition prompted us to study how members of such an initiative in-the-making try to position themselves in their environment in order to make a meaningful contribution. We use a single case study in the east of the Netherlands to study how members discursively construct identities and ambitions through the inclusion of people and ideas over time. We applied an interactional framing analysis to 20 audio-recorded and transcribed meetings of the citizen initiative. The results show that various actors and ideas were included over time, resulting in the construction of different ambitions and identities over time. Ambitions changed in response to new event and changing circumstances. To justify these changing ambitions, the members constructed new identities during their conversations, using different interactional framing strategies. The study reveals that the process of finding an ambition and identity continuously changed direction, paradoxically, due to a lack of direction that hindered the members in making coherent and sustainable decisions. We conclude that a citizen initiative should actively interact with their relation groups to find a direction that supports the process of effectively positioning their initiative and contributes to the shared goal of improving the quality of the living environment.	[Bosschaart, Wim; Aarts, Noelle; van den Born, Riyan J. G.] Radboud Univ Nijmegen, Socioecol Interact Inst Sci Soc, NL-6521 Nijmegen, Netherlands	Radboud University Nijmegen	Bosschaart, W (corresponding author), Radboud Univ Nijmegen, Socioecol Interact Inst Sci Soc, NL-6521 Nijmegen, Netherlands.	wim.bosschaart@ru.nl; noelle.aarts@ru.nl; riyan.vandenborn@ru.nl	van den Born, Riyan J.G./B-3421-2017	aarts, noelle/0000-0001-5134-4004					66	0	0	2	6	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2071-1050		SUSTAINABILITY-BASEL	Sustainability	NOV	2020	12	21							9009	10.3390/su12219009	http://dx.doi.org/10.3390/su12219009			20	Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics; Environmental Sciences & Ecology	OR1YN		gold, Green Published			2022-12-14	WOS:000589272000001
J	Gebru, KM; Rammelt, C; Leung, M				Gebru, Kebede Manjur; Rammelt, Crelis; Leung, Maggi			Paradoxes of Inclusion: Adverse Effects of Inclusive Interventions in Northern Ethiopia	EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH			English	Article						Ethiopia; Adverse inclusion; Exclusion; Inclusive development; Value chains	SUSTAINABLE DEVELOPMENT; VALUE-CHAINS; GOVERNANCE; SECURITY	The involvement of smallholders in various inclusive business models (IBMs) is being widely promoted in Ethiopia. The inclusion, exclusion and distribution effects of IBMs must be better understood, however, in order to make them more impactful. This study, which was carried out in three districts in northern Ethiopia, employed a mixed methods approach. Our results show that inclusion and exclusion are both complex and multidimensional. A focus on transaction costs, productive resource endowments and chain governance is crucial for enhancing smallholders' inclusion. Our results further indicate that income obtained from participation in IBMs is unequally distributed. The benefits of IBMs vary according to the underlying position of the smallholder. Hence, inclusive development interventions should acknowledge the various positions of smallholders and consider how their positions shape social relations locally. The paper thus reveals the various dimensions, contradictory tendencies, hidden costs and side effects of IBMs.	[Gebru, Kebede Manjur] Mekelle Univ, Dept Rural Dev & Agr Extens, POB 231, Mekelle, Ethiopia; [Rammelt, Crelis; Leung, Maggi] Univ Amsterdam, Amsterdam Inst Social Sci Res, Dept Geog Planning & Int Dev Studies, Amsterdam, Netherlands	Mekelle University; University of Amsterdam	Rammelt, C (corresponding author), Univ Amsterdam, Amsterdam Inst Social Sci Res, Dept Geog Planning & Int Dev Studies, Amsterdam, Netherlands.	solomonmanjur@gmail.com; C.F.Rammelt@uva.nl; w.h.m.leung@uva.nl			Ministry of Foreign Affairs through NWO-WOTRO	Ministry of Foreign Affairs through NWO-WOTRO	This study is part of the research agenda of the Knowledge Platform on Inclusive Development Policies and funded by the Ministry of Foreign Affairs through NWO-WOTRO.		30	0	0	0	0	PALGRAVE MACMILLAN LTD	BASINGSTOKE	BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE RG21 6XS, HANTS, ENGLAND	0957-8811	1743-9728		EUR J DEV RES	Eur. J. Dev. Res.	OCT	2022	34	5			SI		2324	2345		10.1057/s41287-022-00518-0	http://dx.doi.org/10.1057/s41287-022-00518-0		MAR 2022	22	Development Studies	Social Science Citation Index (SSCI)	Development Studies	5E6ZA		hybrid			2022-12-14	WOS:000762905300001
J	Libert-Amico, A; Larson, AM				Libert-Amico, Antoine; Larson, Anne M.			Forestry Decentralization in the Context of Global Carbon Priorities: New Challenges for Subnational Governments	FRONTIERS IN FORESTS AND GLOBAL CHANGE			English	Article						decentralization; forestry; carbon forestry; governance; land use change	REDD PLUS; POLYCENTRIC GOVERNANCE; REDUCE DEFORESTATION; CENTRAL KALIMANTAN; PUBLIC-AUTHORITY; LAND-USE; INDONESIA; ELITE; RECONFIGURATION; PERSISTENCE	The recent emphasis on the role of tropical forests in facing climate change has made forest decentralization debates more relevant than ever. Discussions on multilevel governance, polycentricity, and nested approaches to governance surround the central question, ever more pertinent considering global environmental change, of who holds the mandate over forests. Different levels of government, as well as private and civil society actors (companies, non-governmental organizations (NGOs), indigenous peoples, and local communities), compete over the rights of ownership, administration, and management of forest landscapes-decisions with a crucial impact on land use, land use change and the future of forests. Understanding the relations among different levels of governance, and government specifically, is essential to understand how carbon forestry has engaged with decentralization and the role of subnational governments (SNGs) in developing practical land use solutions. We draw on current trends in the forestry decentralization literature to ask: (i) has carbon forestry opened new opportunities for SNGs to support the sustainable governance of forest landscapes? (ii) have meaningful powers been assigned to SNGs in support of democratic processes of decision-making over forest landscapes? and (iii) is carbon forestry influencing the relationships between levels of government in a way that challenges unequal power relations? By examining carbon forestry projects and forestry decentralization processes across five countries (Indonesia, Mexico, Peru, Tanzania and Vietnam) with carbon forestry initiatives, we demonstrate how the role of SNGs is circumscribed by existing forestry decentralization trends. Decentralization initiatives in recent decades have provided SNGs with new mandates to manage forests, but new attributions do not always imply meaningful powers. The implementation of carbon forestry projects is molded by pre-existing power relations that shape the impacts of forestry decentralization on livelihoods and forest ecosystems. We find that carbon forestry, with both centralizing and decentralizing tendencies, operates within the spaces left by existing power dynamics that mold the way transfers of power are put into practice. Jurisdictional approaches will need to negotiate with this context to be able to push forward sustainable pathways.	[Libert-Amico, Antoine; Larson, Anne M.] Ctr Int Forestry Res CIFOR, Bogor, Indonesia	CGIAR; Center for International Forestry Research (CIFOR)	Libert-Amico, A (corresponding author), Ctr Int Forestry Res CIFOR, Bogor, Indonesia.	antoinelibert@hotmail.com		Libert, Antoine/0000-0002-9716-0283	Norwegian Agency for Development Cooperation (Norad) [QZA-10/0468, QZA-12/0882, QZA-16/0110]; European Commission (EC) [DCI-ENV/2011/269-520]; United Kingdom Department for International Development (UKAID) [TF069018]; DFAT [46167, 63560]; CGIAR Research Program on Forests, Trees and Agroforestry (CRP-FTA) [069018]	Norwegian Agency for Development Cooperation (Norad)(CGIAR); European Commission (EC)(European CommissionEuropean Commission Joint Research Centre); United Kingdom Department for International Development (UKAID)(CGIAR); DFAT; CGIAR Research Program on Forests, Trees and Agroforestry (CRP-FTA)(CGIAR)	This research is part of CIFOR's Global Comparative Study on REDD+ (www.cifor.org/gcs). Research was conducted between 2013 and 2019 under a project of the Center for International Forestry Research (CIFOR), supported by the Norwegian Agency for Development Cooperation (Norad) (Grant Nos. QZA-10/0468, QZA-12/0882, QZA-16/0110), European Commission (EC) (Grant No. DCI-ENV/2011/269-520), United Kingdom Department for International Development (UKAID) (Grant No. TF069018), the Australian Agency for International Development (AusAID, currently DFAT) (Grant No. 46167, 63560), and the CGIAR Research Program on Forests, Trees and Agroforestry (CRP-FTA) (Grant No. TF No. 069018), with financial support from the donors contributing to the CGIAR Fund.		107	13	13	0	15	FRONTIERS MEDIA SA	LAUSANNE	AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND		2624-893X		FRONT FOR GLOB CHANG	Front. For. Glob. Change	FEB 19	2020	3								15	10.3389/ffgc.2020.00015	http://dx.doi.org/10.3389/ffgc.2020.00015			18	Ecology; Forestry	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Forestry	KT3TY		Green Published, gold			2022-12-14	WOS:000518940600001
